Name	Meta	main_role	sub_role	Function	locus_tag
CS549_RS00895	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter substrate-binding protein	PgPan_1401
PGJ_RS05530	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB-dependent receptor	PgPan_1403
EG14_RS08500	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter substrate-binding protein	PgPan_1468
PGJ_RS05865	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	iron ABC transporter permease	PgPan_1469
CF001_RS13490	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter ATP-binding protein	PgPan_1470
B0490_RS07275	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor	PgPan_1472
CS544_RS09775	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB family protein	PgPan_1483
PGJ_RS06010	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	thioredoxin	PgPan_1499
CS548_RS08560	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	trimeric intracellular cation channel family protein	PgPan_1521
CS548_RS10300	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	sodium:hydrogen antiporter	PgPan_1639
CS548_RS10110	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ATP-binding cassette domain-containing protein	PgPan_1673
CBG53_RS09610	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	zinc ABC transporter solute-binding protein	PgPan_1674
B0490_RS01950	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	potassium/proton antiporter	PgPan_1777
CBG53_RS03295	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	pyridoxamine 5-phosphate oxidase family protein	PgPan_1879
B0493_RS06075	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	NCS2 family permease	PgPan_0127
PGS_RS03835	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	uracil permease	PgPan_0260
CS388_RS06675	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	nucleoside permease	PgPan_0375
CF003_RS20875	Metabolism	Transport and binding proteins	"Nucleosides, purines and pyrimidines"	purine permease	PgPan_0825
CF002_RS05720	Metabolism	Transport and binding proteins	Other8	"5-nucleotidase, lipoprotein e(P4) family"	PgPan_0115
CS388_RS09565	Metabolism	Transport and binding proteins	Other8	BamA/TamA family outer membrane protein	PgPan_0160
SJDPG2_RS08200	Metabolism	Transport and binding proteins	Other8	ABC transporter permease	PgPan_0195
PGA7_RS04425	Metabolism	Transport and binding proteins	Other8	ATP-binding cassette domain-containing protein	PgPan_0196
CS059_RS08460	Metabolism	Transport and binding proteins	Other8	MCE family protein	PgPan_0209
B0493_RS08900	Metabolism	Transport and binding proteins	Other8	OmpA family protein	PgPan_0217
CLI74_RS07855	Metabolism	Transport and binding proteins	Other8	ABC transporter ATP-binding protein	PgPan_0318
B0493_RS04545	Metabolism	Transport and binding proteins	Other8	MMPL family transporter	PgPan_0322
CS059_RS05115	Metabolism	Transport and binding proteins	Other8	BamA/TamA family outer membrane protein	PgPan_0713
B0490_RS07895	Metabolism	Transport and binding proteins	Other8	ABC-F family ATP-binding cassette domain-containing protein	PgPan_0782
PGA7_RS01685	Metabolism	Transport and binding proteins	Other8	MATE family efflux transporter	PgPan_0962
CS543_RS10330	Metabolism	Transport and binding proteins	Other8	ABC transporter ATP-binding protein	PgPan_0973
CBG53_RS10540	Metabolism	Transport and binding proteins	Other8	transporter	PgPan_0988
CS549_RS05840	Metabolism	Transport and binding proteins	Other8	alkaline phosphatase family protein	PgPan_1129
CLI74_RS02495	Metabolism	Transport and binding proteins	Other8	nicotinamide mononucleotide transporter	PgPan_1177
CS388_RS05975	Metabolism	Transport and binding proteins	Other8	AI-2E family transporter	PgPan_1226
CS387_RS07665	Metabolism	Transport and binding proteins	Other8	MATE family efflux transporter	PgPan_1236
EG14_RS08550	Metabolism	Transport and binding proteins	Other8	MATE family efflux transporter	PgPan_1480
HMPREF1555_RS05170	Metabolism	Transport and binding proteins	Other8	YjgP/YjgQ family permease	PgPan_1511
PGF_RS07065	Metabolism	Transport and binding proteins	Other8	alkaline phosphatase family protein	PgPan_1578
CS387_RS04585	Metabolism	Transport and binding proteins	Other8	YjgP/YjgQ family permease	PgPan_1590
SJDPG2_RS09745	Metabolism	Transport and binding proteins	Porins	PorT family protein	PgPan_0364
CLI74_RS04420	Metabolism	Transport and binding proteins	Porins	porin	PgPan_0382
CS059_RS03585	Metabolism	Transport and binding proteins	Porins	OmpA family protein	PgPan_0680
B0492_RS08750	Metabolism	Transport and binding proteins	Porins	TolC family protein	PgPan_0922
CS548_RS02040	Metabolism	Transport and binding proteins	Porins	OmpH family outer membrane protein	PgPan_1066
HMPREF1555_RS05355	Metabolism	Transport and binding proteins	Porins	OmpA family protein	PgPan_1377
CBG53_RS01520	Metabolism	Transport and binding proteins	Porins	OmpA family protein	PgPan_1378
B0492_RS04895	Metabolism	Transport and binding proteins	Porins	TolC family protein	PgPan_1392
CS549_RS01520	Metabolism	Transport and binding proteins	Porins	OmpH family outer membrane protein	PgPan_1560
CS549_RS02505	Metabolism	Transport and binding proteins	Porins	porin	PgPan_1732
CS546_RS03250	Metabolism	Transport and binding proteins	Porins	putative porin	PgPan_1764
sprA	Metabolism	Transport and binding proteins	T9SS	cell surface protein SprA	PgPan_0047
B0490_RS02850	Metabolism	Transport and binding proteins	T9SS	PglZ domain-containing protein	PgPan_0119
CS387_RS00875	Metabolism	Transport and binding proteins	T9SS	DegT/DnrJ/EryC1/StrS family aminotransferase	PgPan_0248
CS543_RS07735	Metabolism	Transport and binding proteins	T9SS	lipopolysaccharide biosynthesis protein	PgPan_0249
CS374_RS03850	Metabolism	Transport and binding proteins	T9SS	PorT family protein	PgPan_0721
CS374_RS04065	Metabolism	Transport and binding proteins	T9SS	PorT family protein	PgPan_0824
CS388_RS02665	Metabolism	Transport and binding proteins	T9SS	hypothetical protein	PgPan_0880
B0493_RS01720	Metabolism	Transport and binding proteins	T9SS	OmpH family outer membrane protein	PgPan_1067
CS549_RS06130	Metabolism	Transport and binding proteins	T9SS	outer membrane beta-barrel protein	PgPan_1070
CBG53_RS04465	Metabolism	Transport and binding proteins	T9SS	tetratricopeptide repeat protein	PgPan_1220
porU	Metabolism	Transport and binding proteins	T9SS	type IX secretion system sortase PorU	PgPan_1250
porV	Metabolism	Transport and binding proteins	T9SS	type IX secretion system outer membrane channel protein PorV	PgPan_1251
CF003_RS11010	Metabolism	Transport and binding proteins	T9SS	HAMP domain-containing histidine kinase	PgPan_1271
EG14_RS01830	Metabolism	Transport and binding proteins	T9SS	PorT family protein	PgPan_1296
CS550_RS03160	Metabolism	Transport and binding proteins	T9SS	PorT family protein	PgPan_1331
porQ	Metabolism	Transport and binding proteins	T9SS	type IX secretion system protein PorQ	PgPan_1509
PGA7_RS06625	Metabolism	Transport and binding proteins	T9SS	TonB-dependent receptor	PgPan_1561
AT291_RS00085	Metabolism	Transport and binding proteins	T9SS	type IX secretion system membrane protein PorP/SprF	PgPan_1694
SJDPG2_RS08090	Metabolism	Transport and binding proteins	T9SS	SUMF1/EgtB/PvdO family nonheme iron enzyme	PgPan_1695
gldL	Metabolism	Transport and binding proteins	T9SS	gliding motility protein GldL	PgPan_1696
gldM	Metabolism	Transport and binding proteins	T9SS	gliding motility protein GldM	PgPan_1697
gldN	Metabolism	Transport and binding proteins	T9SS	gliding motility protein GldN	PgPan_1698
CS545_RS04000	Metabolism	Transport and binding proteins	Unknown substrate	biopolymer transporter ExbD	PgPan_0021
B0492_RS05690	Metabolism	Transport and binding proteins	Unknown substrate	"transport energizing protein, ExbD/TolR family"	PgPan_0022
B0493_RS09095	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter ATP-binding protein	PgPan_0181
AT291_RS03035	Metabolism	Transport and binding proteins	Unknown substrate	sodium:solute symporter	PgPan_0277
B0490_RS03295	Metabolism	Transport and binding proteins	Unknown substrate	mechanosensitive ion channel	PgPan_0342
CS387_RS06735	Metabolism	Transport and binding proteins	Unknown substrate	phosphate transporter family protein	PgPan_0348
CF003_RS14915	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter permease subunit	PgPan_0383
CS388_RS02040	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter ATP-binding protein	PgPan_0384
HMPREF1555_RS01930	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter substrate-binding protein	PgPan_0385
CS546_RS09950	Metabolism	Transport and binding proteins	Unknown substrate	ABC-F family ATP-binding cassette domain-containing protein	PgPan_0510
AT291_RS07100	Metabolism	Transport and binding proteins	Unknown substrate	putative sulfate exporter family transporter	PgPan_0581
SJDPG2_RS06165	Metabolism	Transport and binding proteins	Unknown substrate	ABC-F family ATP-binding cassette domain-containing protein	PgPan_0775
CS548_RS02765	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter ATP-binding protein	PgPan_0915
CS059_RS05590	Metabolism	Transport and binding proteins	Unknown substrate	TonB-dependent receptor	PgPan_1073
B0493_RS05855	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter permease	PgPan_1303
CS548_RS01565	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter permease	PgPan_1304
CF001_RS20525	Metabolism	Transport and binding proteins	Unknown substrate	HlyD family secretion protein	PgPan_1305
CS548_RS08115	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter ATP-binding protein	PgPan_1386
CS544_RS10010	Metabolism	Transport and binding proteins	Unknown substrate	FtsX-like permease family protein	PgPan_1387
EG14_RS08355	Metabolism	Transport and binding proteins	Unknown substrate	efflux RND transporter periplasmic adaptor subunit	PgPan_1391
B0493_RS02710	Metabolism	Transport and binding proteins	Unknown substrate	biopolymer transporter ExbD	PgPan_1484
CF003_RS13700	Metabolism	Transport and binding proteins	Unknown substrate	MotA/TolQ/ExbB proton channel family protein	PgPan_1485
CS550_RS02350	Metabolism	Transport and binding proteins	Unknown substrate	putative transporter	PgPan_1540
B0490_RS03615	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter permease	PgPan_1688
CS387_RS05675	Metabolism	Transport and binding proteins	Unknown substrate	FtsX-like permease family protein	PgPan_1689
PGJ_RS07510	Metabolism	Transport and binding proteins	Unknown substrate	ABC transporter ATP-binding protein	PgPan_1690
B0492_RS02605	Metabolism	Transport and binding proteins	Unknown substrate	HlyD family efflux transporter periplasmic adaptor subunit	PgPan_1691
CS387_RS05415	Metabolism	Transport and binding proteins	Unknown substrate	DMT family transporter	PgPan_1739
CS388_RS07765	Metabolism	Transport and binding proteins	Unknown substrate	MFS transporter	PgPan_1849
CLI74_RS04560	Metabolism	Transport and binding proteins	Unknown substrate	putative transporter	PgPan_1882
CS388_RS03735	Metabolism	Transport and binding proteins	Unknown substrate	TonB-dependent receptor	PgPan_2106
PGA7_RS00830	Metabolism	Transport and binding proteins	Unknown substrate	TonB-dependent receptor	PgPan_2154
CF003_RS16705	Signal transduction2	Regulatory functions	DNA interactions	helix-turn-helix transcriptional regulator	PgPan_0170
CF002_RS05340	Signal transduction2	Regulatory functions	DNA interactions	GntR family transcriptional regulator	PgPan_0178
CS374_RS00275	Signal transduction2	Regulatory functions	DNA interactions	transcriptional regulator	PgPan_0202
CS544_RS01055	Signal transduction2	Regulatory functions	DNA interactions	DtxR family transcriptional regulator	PgPan_0206
CS545_RS05525	Signal transduction2	Regulatory functions	DNA interactions	MerR family transcriptional regulator	PgPan_0212
B0493_RS08920	Signal transduction2	Regulatory functions	DNA interactions	Crp/Fnr family transcriptional regulator	PgPan_0213
CS544_RS00775	Signal transduction2	Regulatory functions	DNA interactions	winged helix-turn-helix transcriptional regulator	PgPan_0259
CS387_RS00520	Signal transduction2	Regulatory functions	DNA interactions	helix-turn-helix transcriptional regulator	PgPan_0313
CS059_RS09330	Signal transduction2	Regulatory functions	DNA interactions	TetR/AcrR family transcriptional regulator	PgPan_0499
CS544_RS05275	Signal transduction2	Regulatory functions	DNA interactions	helix-turn-helix domain-containing protein	PgPan_0738
CF003_RS21280	Signal transduction2	Regulatory functions	DNA interactions	transcriptional regulator	PgPan_0758
B0492_RS05350	Signal transduction2	Regulatory functions	DNA interactions	helix-turn-helix transcriptional regulator	PgPan_0812
AT291_RS00915	Signal transduction2	Regulatory functions	DNA interactions	Crp/Fnr family transcriptional regulator	PgPan_0845
CS545_RS08370	Signal transduction2	Regulatory functions	DNA interactions	4Fe-4S binding protein	PgPan_0950
AT291_RS06370	Signal transduction2	Regulatory functions	DNA interactions	hydrogen peroxide-inducible genes activator	PgPan_1001
CF001_RS11460	Signal transduction2	Regulatory functions	DNA interactions	winged helix DNA-binding protein	PgPan_1085
CS059_RS04215	Signal transduction2	Regulatory functions	DNA interactions	winged helix-turn-helix transcriptional regulator	PgPan_1245
SJDPG2_RS00590	Signal transduction2	Regulatory functions	DNA interactions	redox-sensing transcriptional repressor Rex	PgPan_1248
CS550_RS09750	Signal transduction2	Regulatory functions	DNA interactions	DNA starvation/stationary phase protection protein	PgPan_1302
B0493_RS05825	Signal transduction2	Regulatory functions	DNA interactions	YebC/PmpR family DNA-binding transcriptional regulator	PgPan_1308
CS546_RS03095	Signal transduction2	Regulatory functions	DNA interactions	Crp/Fnr family transcriptional regulator	PgPan_1792
CS548_RS09140	Signal transduction2	Regulatory functions	DNA interactions	Fur family transcriptional regulator	PgPan_1852
B0492_RS00460	Signal transduction2	Regulatory functions	DNA interactions	helix-turn-helix transcriptional regulator	PgPan_1944
typA	Signal transduction2	Regulatory functions	Other9	translational GTPase TypA	PgPan_1500
SJDPG2_RS07515	Signal transduction2	Regulatory functions	Small molecule interactions	M56 family metallopeptidase	PgPan_0792
PGS_RS02120	Signal transduction2	Regulatory functions	Small molecule interactions	"bifunctional (p)ppGpp synthetase/guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase"	PgPan_0941
SJDPG2_RS07725	Signal transduction2	Signal transduction	Other10	PhoH family protein	PgPan_0156
CS549_RS08845	Signal transduction2	Signal transduction	Other10	TonB-dependent receptor	PgPan_0177
CS549_RS08905	Signal transduction2	Signal transduction	Other10	TonB-dependent receptor	PgPan_0188
CS548_RS00450	Signal transduction2	Signal transduction	Other10	TonB-dependent receptor	PgPan_0757
CS387_RS09555	Signal transduction2	Signal transduction	Other10	HIT family protein	PgPan_0909
CS544_RS04020	Signal transduction2	Signal transduction	Other10	TonB-dependent receptor	PgPan_0971
SJDPG2_RS02810	Signal transduction2	Signal transduction	Other10	PspC domain-containing protein	PgPan_1273
HMPREF1555_RS09185	Signal transduction2	Signal transduction	Other10	TonB-dependent receptor	PgPan_1835
CS546_RS09040	Signal transduction2	Signal transduction	Other10	TonB-dependent receptor plug domain-containing protein	PgPan_1883
B0492_RS00145	Signal transduction2	Signal transduction	Two-component systems	response regulator transcription factor	PgPan_0288
PGA7_RS03590	Signal transduction2	Signal transduction	Two-component systems	response regulator transcription factor	PgPan_0502
CS545_RS08295	Signal transduction2	Signal transduction	Two-component systems	low molecular weight phosphotyrosine protein phosphatase	PgPan_0963
PGF_RS00070	Signal transduction2	Signal transduction	Two-component systems	GHKL domain-containing protein	PgPan_1243
AT291_RS05635	Signal transduction2	Signal transduction	Two-component systems	PAS domain-containing sensor histidine kinase	PgPan_1334
CLI74_RS05770	Signal transduction2	Signal transduction	Two-component systems	response regulator transcription factor	PgPan_1355
CS546_RS02435	Signal transduction2	Signal transduction	Two-component systems	VanW family protein	PgPan_1563
PGJ_RS07790	Signal transduction2	Signal transduction	Two-component systems	response regulator	PgPan_1635
php1	Signal transduction2	Signal transduction	Two-component systems	polysaccharide biosynthesis protein-tyrosine phosphatase Php1	PgPan_1831
B0493_RS09245	Signal transduction2	Signal transduction	Two-component systems	endonuclease/exonuclease/phosphatase family protein	PgPan_1875
CS548_RS04415	Signal transduction2	Signal transduction	Two-component systems	tetratricopeptide repeat-containing sensor histidine kinase	PgPan_1899
